id,first_name,surname,area,is_manager,manager_id,salary
675,Melessa,Dineen,business,false,420,53
676,Kelsey,Shinfield,business,false,68,46
677,Jozef,Aslum,technical,false,807,50
678,Breena,Lanchbery,business,true,567,77
679,Gilburt,Buxton,business,false,723,61
680,Kayley,Perrot,technical,false,866,65
681,Jemmie,Howie,business,true,0,83
682,Cliff,Beek,business,false,667,58
683,Osmund,Lorek,admin,false,181,37
684,Brenda,Fonteyne,business,false,423,74
685,Rachael,Franek,business,false,420,33
686,Shoshana,Tirrell,business,true,553,76
687,Dione,Spire,business,true,870,58
688,Virgina,Vasyatkin,business,false,300,63
689,Frederigo,Esberger,business,false,939,48
690,Burg,Forder,technical,true,777,53
691,Nestor,Beckles,business,false,820,42
692,Roda,Yeabsley,technical,false,506,77
693,Cornall,Macek,technical,false,638,48
694,Oliy,Wisniewski,business,true,899,106
695,Ettore,Kemmis,technical,false,867,53
696,Ade,Hazelden,admin,false,72,63
697,Tamar,Masurel,business,false,873,47
698,Miltie,Nairn,business,false,446,63
699,Edd,Menault,business,false,544,63
700,Derek,Bulcroft,business,false,834,63
701,Correy,Eam,business,false,478,65
702,Pierson,Linnitt,business,false,987,70
703,Averyl,Hesse,business,false,674,50
704,Jillie,Staniforth,technical,false,632,61
705,Foss,Caulket,business,false,537,42
706,Camellia,Cleworth,business,false,446,55
707,Terrence,Barbey,admin,false,72,63
708,Benson,Thorrington,admin,false,644,56
709,Austin,Candish,admin,false,974,45
710,Rudiger,McAusland,business,false,987,46
711,Florenza,Leppo,business,false,694,46
712,Leeann,Plaxton,admin,false,473,64
713,Flossy,Darrell,business,false,563,58
714,Edd,Northall,admin,false,562,55
715,Cathryn,Nouch,business,true,681,86
716,Garth,Gittus,business,false,446,63
717,Norton,Parminter,admin,false,72,55
718,Jemmie,Matous,admin,false,181,48
719,Rufus,Marsland,business,false,537,40
720,Stormie,Dunstan,technical,false,459,75
721,Nita,Duggen,technical,false,229,67
722,Dur,Dederick,business,false,914,61
723,Russ,Betteson,business,true,44,98
724,Antonius,Farlamb,business,false,759,57
725,Sheelagh,Zanetti,admin,false,383,44
726,Cammy,Cottham,business,false,167,47
727,Marnia,Calan,admin,false,562,55
728,Hewet,Flay,business,false,563,75
729,Sean,Bereford,admin,false,760,52
730,Lenna,Channing,admin,false,72,57
731,Constantia,Spellesy,admin,false,181,55
732,Jenny,Skacel,admin,false,814,66
733,Huberto,Vannah,technical,false,564,62
734,Nickie,Toffano,admin,false,232,36
735,Wayland,MacDearmid,business,false,674,63
736,Friederike,Seamon,business,true,899,77
737,Isidoro,Alcalde,business,false,751,56
738,Eddy,Adamczewski,business,false,790,65
739,Odelia,Gough,business,false,615,69
740,Audrey,Kegg,admin,false,760,50
741,Kaye,Koppke,business,false,736,58
742,Hayden,Rattenbury,business,false,275,55
743,Briana,Leetham,business,false,537,40
744,Hebert,Drowsfield,business,false,250,53
745,Chas,Blaney,business,false,399,51
746,Mel,Patters,business,false,399,45
747,Stafford,Seebright,technical,false,428,43
748,Roman,Greenshiels,business,false,873,53
749,Anabal,Ferne,business,true,316,79
750,Winslow,Bugbird,business,false,275,43
751,Tomas,Cochern,business,true,463,83
752,Ted,Krishtopaittis,admin,false,380,76
753,Vail,Hove,technical,false,866,51
754,Morgen,Feare,business,false,830,50
755,Gerti,Kemshell,admin,false,644,64
756,Ahmad,Pescod,business,false,674,43
757,Juan,Wetherburn,technical,true,215,72
758,Bastian,Geleman,admin,false,232,43
759,Grannie,Malafe,business,true,44,90
760,Loralyn,Tenman,admin,true,73,88
761,Theda,Truett,business,false,461,59
762,Cass,Reschke,technical,false,574,62
763,Christalle,Glabach,admin,false,473,33
764,Margarethe,Britney,business,false,873,46
765,Ravid,Barlee,business,false,820,65
766,Alano,Chaunce,admin,false,760,50
767,Josiah,Coggings,business,false,736,55
768,Jacqueline,Zimmerman,business,false,657,48
769,Tyson,McGuane,business,false,420,76
770,Nikki,Lory,business,false,751,59
771,Sophey,Sherreard,admin,false,380,51
772,Antonetta,Derkes,admin,false,103,52
773,Standford,Killock,technical,false,187,54
774,Maryl,Clitsome,technical,false,187,64
775,Casi,Cadalleder,business,false,674,58
776,Netta,Vokes,business,false,657,61
777,Valma,Longden,technical,true,0,58
778,Romola,Sollett,business,false,537,59
779,Elmo,Perfili,technical,false,564,44
780,Tate,Rodliff,business,false,939,66
781,Brandise,Piscotti,technical,false,866,59
782,Fifi,Mawdsley,business,false,477,48
783,Archy,Down,business,false,667,47
784,Egon,Gartshore,business,false,687,46
785,Tilly,Sobey,admin,false,473,65
786,Melita,Sellner,technical,false,506,42
787,Cyndia,Lernihan,technical,false,807,47
788,Ogden,Crowest,business,false,751,52
789,Elnar,Wadge,business,false,449,55
790,Sissy,Ardling,business,true,681,91
791,Andros,Scurrer,technical,false,646,62
792,Vickie,Mattiassi,admin,false,974,63
793,Berrie,Brixey,business,false,909,56
794,Vale,Dannell,admin,false,59,58
795,Helenelizabeth,Cardello,technical,false,41,65
796,Sarine,Staning,technical,false,187,51
797,Michel,Derye-Barrett,business,false,586,64
798,Meryl,Jaumet,business,false,68,47
799,Rob,Shrimpton,business,false,515,45
800,Vail,Olford,business,false,790,50
801,Sampson,Shotter,business,false,759,65
802,Zane,Gudgion,admin,false,296,58
803,Alexandro,Humphris,technical,false,669,52
804,Zorah,Coddrington,business,false,537,52
805,Ashbey,Bockmaster,business,false,492,48
806,Theodore,MacNalley,admin,false,296,66
807,Shena,Cotmore,technical,true,130,47
808,Harbert,Lorente,business,false,446,74
809,Matthiew,Bernardos,technical,false,632,47
810,Cristian,Hibling,technical,false,561,69
811,Skipp,Cortese,admin,false,436,63
812,Cece,Gartell,business,false,420,44
813,Glynda,Dutnell,business,false,489,50
814,Tonya,Evason,admin,true,73,74
815,Godwin,Furtado,business,false,586,65
816,Shurlocke,Breckon,business,false,76,43
817,Constantia,Brenard,technical,false,646,46
818,Gaynor,Duplan,admin,false,562,68
819,Tamas,Pakes,business,false,987,70
820,Lebbie,Adicot,business,true,899,90
821,Salli,De Caroli,business,false,858,34
822,Vasilis,Clacson,business,false,489,73
823,Gizela,Grevatt,business,false,80,62
824,Sibbie,Fawdery,technical,true,0,78
825,Anthea,Ginnally,technical,false,574,46
826,Muire,Mynett,technical,false,638,51
827,Cherilynn,Bapty,admin,false,436,66
828,Lemar,O' Concannon,admin,false,232,54
829,Kandace,Yakubov,technical,false,638,51
830,Gerek,Bubbear,business,true,567,72
831,Tracey,Stodart,business,false,653,55
832,Sheeree,Leonard,business,false,723,43
833,Harli,Hartropp,admin,false,469,52
834,Fred,Drinnan,business,true,567,85
835,Damaris,Treadger,technical,false,690,62
836,Rikki,Levene,admin,false,383,53
837,Hamil,Whife,business,false,76,46
838,Henrie,McGrorty,admin,false,380,68
839,Lorrin,Crampton,business,false,300,57
840,Karalynn,Dericot,business,false,834,54
841,Audy,Savege,admin,false,641,55
842,Rickey,Gosenell,admin,false,641,50
843,Jaquenette,Cicconettii,business,false,715,44
844,Jessalyn,De Miranda,business,false,234,66
845,Gay,Rawles,business,false,250,58
846,Margit,Gerrietz,business,false,478,46
847,Natty,Champagne,business,false,49,53
848,Igor,Hoffmann,business,false,423,56
849,Gallard,Laurenceau,technical,false,187,58
850,Hercules,Sammon,admin,false,72,61
851,Jammal,MacGinlay,business,false,172,47
852,Farica,Guest,business,false,678,61
853,Luigi,Acland,business,false,790,48
854,Desiree,Ellgood,admin,false,181,50
855,Devan,Gregine,business,false,914,67
856,Silvie,Maddy,technical,false,561,74
857,Sophey,McCluskey,technical,false,632,41
858,Josias,Dunbavin,business,true,263,83
859,Cristen,McKeating,business,false,489,52
860,Zorina,Ralls,technical,false,41,57
861,Yardley,Thame,business,false,477,40
862,Isadora,Lashbrook,business,false,172,47
863,Gerik,McFaul,business,false,723,54
864,Devi,Mowles,admin,false,644,62
865,Padgett,Ible,business,false,362,58
866,Lisbeth,Loalday,technical,true,130,74
867,Thadeus,Bullivant,technical,true,214,72
868,Humbert,Abels,business,false,275,54
869,Cecily,Galletley,business,false,132,61
870,Adelice,Dericut,business,true,0,87
871,Skye,Pulford,business,false,882,57
872,Philippine,Lacer,admin,false,974,47
873,Nadia,Peachment,business,true,899,92
874,Melody,Skully,technical,false,564,44
875,Kathleen,Varns,business,false,275,57
876,Luciana,Purrington,business,false,882,45
877,Dolly,Wiggington,business,false,820,87
878,Penrod,Hinge,admin,false,974,51
879,Kimberlee,Wombwell,business,false,446,52
880,Jeniffer,Fawthrop,business,false,132,53
881,Gilbertina,Dignall,technical,false,632,63
882,Ellynn,Kalinovich,business,true,463,70
883,Emiline,Tandey,business,false,882,54
884,Temple,McIlwaine,admin,false,103,53
885,Janelle,Duckitt,technical,false,757,57
886,Caryn,Ludewig,technical,false,574,58
887,Elset,Niesel,technical,false,187,43
888,Mariquilla,Crannell,technical,false,286,63
889,Bond,Darrigoe,business,false,653,44
890,Jocelin,Goddman,business,false,657,59
891,Sydel,Janacek,admin,false,181,55
892,Halli,Diviney,admin,false,974,54
893,Ricca,Colcomb,business,false,234,50
894,Tarah,Leyre,business,false,478,69
895,Lavena,Ripper,business,false,250,63
896,Morse,Shory,technical,false,229,47
897,Briano,Forge,technical,false,690,42
898,Boone,Lesper,business,false,489,57
899,Derrek,Freestone,business,true,0,70
900,Caril,Camamill,technical,false,660,51
901,Bram,Ravelus,admin,false,103,47
902,Fidel,Jarvis,business,false,477,39
903,Lind,Gowdie,business,false,300,57
904,Gizela,Paynes,business,false,653,56
905,Free,Dell 'Orto,admin,false,59,52
906,Tome,Altofts,technical,false,646,61
907,Aurie,Boshers,admin,false,641,36
908,Jeanette,Metzig,technical,false,428,68
909,Ulysses,Jeanon,business,true,592,76
910,Dick,Rowell,business,false,563,67
911,Nert,Drysdall,business,false,882,75
912,Berkie,Caistor,business,false,619,41
913,Dannie,Eckly,business,false,515,55
914,Berke,Rosevear,business,true,263,78
915,Frazer,McBeth,admin,false,59,44
916,Felicdad,Thomason,business,false,400,46
917,Jase,Burney,business,false,858,46
918,Clarance,Berni,business,false,489,44
919,Nanice,Campes,business,false,478,42
920,Ruthe,Mounsie,technical,false,459,76
921,Alvis,Bownas,business,false,132,36
922,Rockwell,Clericoates,business,false,715,67
923,Agnola,Jewkes,business,false,544,45
924,Sigismund,Monaghan,business,false,275,59
925,Hulda,Chatterton,business,true,0,61
926,Libbi,Search,business,false,686,55
927,Shawna,Rickesies,business,false,909,51
928,Hailee,Filipponi,business,false,132,54
929,Lorraine,Phelip,technical,false,428,58
930,Niall,Slark,admin,false,59,46
931,Sauveur,Gribbins,business,false,653,51
932,Paulie,Cubbini,business,false,678,63
933,Yoshi,Copas,business,false,909,50
934,Nannette,Osgodby,business,false,657,43
935,Corrine,Hassard,technical,false,459,42
936,Deane,Girodin,business,false,76,37
937,Norri,Sidebottom,business,false,563,58
938,Morganica,Skirling,business,false,167,42
939,Wendye,Pashbee,business,true,263,86
940,Collin,Sarsfield,business,false,715,59
941,Kirstyn,Myrtle,business,false,68,50
942,Sybilla,Dyke,business,false,446,34
943,Brucie,Franceschielli,business,false,423,62
944,Sharlene,Grubb,business,false,275,55
945,Efrem,Lavalle,business,false,400,55
946,Barnaby,Hoy,technical,false,970,48
947,Honor,Dymidowicz,business,false,446,46
948,Farrel,Lorant,technical,false,561,46
949,Caroljean,Piniur,business,false,950,65
950,Damaris,Fairbrother,business,true,23,47
951,Merla,Mival,business,false,49,44
952,Morley,Andresen,business,false,635,43
953,Christoph,Skylett,business,false,678,54
954,Carolee,Pymar,business,false,950,53
955,Aaron,Scaddon,business,false,80,39
956,Ferne,Ferres,business,false,914,53
957,Marijo,Boseley,business,false,49,62
958,Vickie,Oxtaby,business,false,882,61
959,Giffer,Draysay,technical,false,506,61
960,Craig,Eldritt,admin,false,974,66
961,Micki,Auletta,technical,false,866,54
962,Blair,Daverin,business,false,167,52
963,Daisey,Acton,business,false,131,62
964,Werner,Goodee,business,false,544,61
965,Lilly,Primo,business,false,131,56
966,Nickola,MacClenan,business,false,715,62
967,Kyrstin,McNiff,admin,false,181,59
968,Josey,Cricket,business,false,723,42
969,Clayson,Maher,business,false,563,61
970,Gavin,Swinglehurst,technical,true,274,78
971,Friedrich,Pareman,admin,true,0,56
972,Mathian,Sabey,business,false,667,47
973,Shell,Behling,business,false,686,59
974,Cass,Ellick,admin,true,73,96
975,Llewellyn,Ohrtmann,business,false,167,51
976,Diarmid,Carnegie,business,false,478,55
977,Sibel,Kantor,technical,false,41,56
978,Friedrich,Bootland,technical,false,506,53
979,Gallagher,Burnsell,admin,false,59,69
980,Lizzy,Toby,technical,false,638,59
981,Theodoric,Kurdani,technical,true,214,81
982,Marney,Wakley,technical,false,428,73
983,Ricoriki,Wallsworth,business,false,144,54
984,Patten,Costerd,admin,false,974,43
985,Krystyna,Pavlasek,admin,false,181,61
986,Skip,Willgoss,admin,false,644,44
987,Linette,Oolahan,business,true,614,69
988,Corey,Crocket,technical,false,807,55
989,Berne,Aggett,business,false,250,65
990,Damita,Bairnsfather,business,false,537,67
991,Sheryl,Murrigans,admin,false,72,53
992,Gaylor,Pierton,admin,false,641,47
993,Ema,Aloway,business,false,686,65
994,Babbette,Titt,business,false,834,66
995,Dinny,Blasik,admin,false,436,63
996,Jolie,Drowsfield,business,false,461,45
997,Denys,Pullar,admin,false,380,70
998,Winfield,Aimeric,admin,false,180,72
999,Timmie,Bartens,business,false,674,45
1000,Pattin,Jilliss,business,false,80,59
